Over18,BusinessTravel,EducationField,Department,Gender,JobRole,MaritalStatus,OverTime,Age,EnvironmentSatisfaction,Education,HourlyRate,JobInvolvement,JobLevel,DistanceFromHome,JobSatisfaction,EmployeeCount,MonthlyIncome,MonthlyRate,NumCompaniesWorked,EmployeeNumber,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,DailyRate,Attrition
Y,Travel_Rarely,Human Resources,Human Resources,Male,Human Resources,Married,Yes,30,3,3,48,3,2,9,4,1,6347,13982,0,184,19,3,4,80,0,12,2,1,11,9,4,7,1240,No
Y,Travel_Rarely,Medical,Research & Development,Female,Laboratory Technician,Single,No,32,1,3,41,3,1,9,1,1,4200,10224,7,190,22,4,1,80,0,10,2,4,5,4,0,4,1033,Yes
Y,Travel_Rarely,Medical,Research & Development,Male,Research Scientist,Single,No,45,3,3,83,3,1,29,4,1,3452,9752,5,192,13,3,2,80,0,9,2,2,6,5,0,3,1316,No
Y,Travel_Rarely,Technical Degree,Research & Development,Female,Research Scientist,Single,Yes,38,4,5,32,3,2,3,3,1,4317,2302,3,193,20,4,2,80,0,19,2,3,3,2,2,2,364,No
Y,Travel_Rarely,Life Sciences,Research & Development,Female,Research Scientist,Single,No,30,1,3,75,3,1,18,3,1,2632,23910,1,194,14,3,3,80,0,5,4,2,5,4,0,4,438,No
Y,Travel_Frequently,Medical,Sales,Male,Sales Executive,Divorced,No,32,4,2,35,1,2,9,4,1,4668,22812,0,195,17,3,4,80,3,9,2,4,8,7,0,7,689,No
Y,Travel_Rarely,Technical Degree,Research & Development,Female,Research Scientist,Divorced,No,30,4,3,84,3,1,5,1,1,3204,10415,5,197,14,3,4,80,1,8,3,3,3,2,2,2,201,No
Y,Travel_Rarely,Medical,Research & Development,Male,Laboratory Technician,Single,No,30,2,1,35,2,1,2,4,1,2720,11162,0,198,13,3,4,80,0,6,3,3,5,3,1,2,1427,No
Y,Travel_Frequently,Life Sciences,Research & Development,Male,Manager,Divorced,No,41,4,3,91,2,4,10,1,1,17181,12888,4,199,13,3,2,80,1,21,2,2,7,6,7,7,857,No
Y,Travel_Rarely,Life Sciences,Research & Development,Male,Laboratory Technician,Married,No,41,3,4,94,3,1,9,1,1,2238,6961,2,200,21,4,4,80,1,7,2,3,5,0,1,4,933,No
Y,Travel_Rarely,Medical,Research & Development,Female,Laboratory Technician,Single,No,19,2,1,79,3,1,3,2,1,1483,16102,1,201,14,3,4,80,0,1,3,3,1,0,0,0,1181,No
Y,Travel_Frequently,Medical,Research & Development,Female,Research Scientist,Divorced,No,40,2,3,54,3,2,26,2,1,5605,8504,1,202,11,3,1,80,1,20,2,3,20,7,2,13,1395,No
Y,Travel_Rarely,Marketing,Sales,Male,Sales Executive,Married,No,35,3,5,94,3,3,1,2,1,7295,11439,1,204,13,3,1,80,2,10,3,3,10,8,0,6,662,No
Y,Travel_Rarely,Marketing,Sales,Male,Sales Representative,Married,Yes,53,2,2,34,3,2,6,3,1,2306,16047,2,205,20,4,4,80,1,13,3,1,7,7,4,5,1436,No
Y,Travel_Rarely,Life Sciences,Research & Development,Male,Laboratory Technician,Divorced,No,45,2,3,60,3,2,9,2,1,2348,10901,8,206,18,3,3,80,1,20,2,1,17,9,0,15,194,No
Y,Travel_Frequently,Marketing,Sales,Female,Sales Executive,Single,No,32,2,3,43,3,3,8,4,1,8998,15589,1,207,14,3,4,80,0,9,2,3,9,8,3,7,967,No
Y,Non-Travel,Technical Degree,Research & Development,Male,Manufacturing Director,Married,No,29,4,1,41,3,2,1,3,1,4319,26283,1,208,13,3,1,80,1,10,1,3,10,7,0,9,1496,No
Y,Travel_Rarely,Medical,Research & Development,Male,Manufacturing Director,Married,No,51,2,4,34,2,2,7,3,1,6132,13983,2,211,17,3,3,80,0,10,2,3,1,0,0,0,1169,No
Y,Travel_Rarely,Medical,Research & Development,Female,Research Scientist,Married,Yes,58,2,3,75,2,1,9,2,1,3346,11873,4,214,20,4,2,80,1,9,3,2,1,0,0,0,1145,No
Y,Travel_Rarely,Marketing,Sales,Male,Sales Executive,Married,No,40,3,4,67,2,3,4,4,1,10855,8552,7,215,11,3,1,80,1,15,2,2,12,11,2,11,630,No
Y,Travel_Frequently,Marketing,Sales,Female,Sales Representative,Married,No,34,3,4,75,3,1,2,3,1,2231,11314,6,216,18,3,4,80,1,6,3,3,4,3,1,2,303,No
Y,Travel_Rarely,Medical,Research & Development,Male,Research Scientist,Married,No,22,3,1,80,3,1,19,4,1,2323,11992,1,217,24,4,1,80,2,2,6,3,2,2,2,2,1256,No
Y,Non-Travel,Medical,Research & Development,Male,Research Scientist,Divorced,No,27,4,3,57,3,1,9,2,1,2024,5970,6,218,18,3,4,80,1,6,1,1,2,2,2,2,691,No
Y,Travel_Rarely,Medical,Research & Development,Male,Research Scientist,Married,No,28,3,3,42,3,1,21,4,1,2713,6672,1,221,11,3,3,80,1,5,2,1,5,2,0,2,440,No
Y,Travel_Rarely,Life Sciences,Research & Development,Male,Healthcare Representative,Divorced,Yes,57,3,2,83,4,3,24,4,1,9439,23402,3,223,16,3,2,80,1,12,2,1,5,3,1,4,334,No
Y,Non-Travel,Medical,Research & Development,Male,Research Scientist,Divorced,Yes,27,3,3,79,2,1,3,3,1,2566,25326,1,224,15,3,4,80,1,1,2,2,1,1,0,1,1450,No
Y,Travel_Rarely,Life Sciences,Research & Development,Female,Manager,Single,No,50,3,3,53,3,5,11,2,1,19926,17053,3,226,15,3,2,80,0,21,5,3,5,4,4,4,1452,No
Y,Travel_Rarely,Life Sciences,Research & Development,Male,Research Scientist,Divorced,No,41,1,3,56,3,1,14,3,1,2451,4609,4,227,12,3,1,80,1,13,2,3,9,8,1,8,465,No
Y,Travel_Rarely,Life Sciences,Sales,Female,Sales Executive,Married,No,30,2,3,41,3,3,5,4,1,9419,8053,2,228,12,3,3,80,1,12,2,3,10,9,7,4,1339,No
Y,Travel_Rarely,Life Sciences,Sales,Female,Sales Executive,Single,No,38,1,4,59,2,2,1,4,1,8686,12930,4,230,22,4,3,80,0,12,2,4,8,3,0,7,702,No
Y,Travel_Rarely,Life Sciences,Research & Development,Male,Research Scientist,Single,No,32,3,5,43,3,1,6,3,1,3038,12430,3,231,20,4,1,80,0,8,2,3,5,4,1,4,120,No
Y,Travel_Rarely,Technical Degree,Research & Development,Male,Research Scientist,Married,Yes,27,3,3,51,3,1,17,2,1,3058,13364,0,233,16,3,4,80,1,6,3,2,5,2,1,1,1157,No
Y,Travel_Frequently,Technical Degree,Sales,Female,Sales Representative,Single,No,19,3,1,100,1,1,1,1,1,2325,20989,0,235,21,4,1,80,0,1,5,4,0,0,0,0,602,Yes
Y,Travel_Frequently,Medical,Research & Development,Male,Laboratory Technician,Single,No,36,4,2,30,3,1,3,2,1,2088,15062,4,238,12,3,3,80,0,13,3,2,8,7,7,2,1480,No
Y,Non-Travel,Medical,Research & Development,Male,Laboratory Technician,Divorced,No,30,3,3,66,3,2,9,1,1,3072,11012,1,239,11,3,3,80,2,12,4,3,12,9,6,10,111,No
Y,Travel_Rarely,Life Sciences,Sales,Female,Sales Executive,Divorced,Yes,45,3,2,30,3,2,4,1,1,5006,6319,4,240,11,3,1,80,1,9,3,4,5,4,0,3,1268,No
Y,Travel_Rarely,Life Sciences,Research & Development,Female,Research Scientist,Divorced,Yes,56,3,3,67,3,1,8,1,1,4257,13939,4,241,18,3,3,80,1,19,3,3,2,2,2,2,713,No
Y,Travel_Rarely,Life Sciences,Research & Development,Male,Research Scientist,Single,No,33,3,3,90,3,1,2,4,1,2500,10515,0,242,14,3,1,80,0,4,2,4,3,1,0,2,134,No
Y,Travel_Rarely,Life Sciences,Research & Development,Male,Laboratory Technician,Single,No,19,2,3,47,2,1,2,4,1,1102,9241,1,243,22,4,3,80,0,1,3,2,1,0,1,0,303,Yes
Y,Travel_Rarely,Marketing,Sales,Female,Sales Executive,Divorced,No,46,2,2,92,3,3,1,1,1,10453,2137,1,244,25,4,3,80,3,24,2,3,24,13,15,7,526,No
Y,Travel_Rarely,Life Sciences,Research & Development,Female,Laboratory Technician,Single,No,38,3,2,75,3,1,9,4,1,2288,6319,1,245,12,3,3,80,0,2,3,3,2,2,2,1,1380,No
Y,Travel_Rarely,Medical,Research & Development,Female,Research Scientist,Married,Yes,31,3,1,95,3,1,12,4,1,3929,6984,8,246,23,4,3,80,1,7,0,3,4,2,0,2,140,No
Y,Travel_Rarely,Medical,Research & Development,Female,Research Scientist,Single,No,34,4,2,95,3,1,27,2,1,2311,5711,2,247,15,3,4,80,0,9,3,3,3,2,1,2,629,No
Y,Travel_Rarely,Marketing,Sales,Female,Sales Representative,Single,Yes,41,2,2,70,3,1,20,2,1,3140,21728,1,248,22,4,4,80,0,4,5,2,4,3,0,2,1356,Yes
Y,Travel_Rarely,Medical,Research & Development,Male,Laboratory Technician,Married,No,50,3,3,86,2,1,1,3,1,3690,3425,2,249,15,3,4,80,1,5,2,2,3,2,0,2,328,No
Y,Travel_Rarely,Medical,Research & Development,Female,Manufacturing Director,Divorced,No,53,4,2,57,4,2,13,1,1,4450,26250,1,250,11,3,3,80,2,5,3,3,4,2,1,3,1084,No
Y,Travel_Rarely,Medical,Research & Development,Female,Research Scientist,Married,No,33,4,3,72,3,1,14,2,1,2756,4673,1,252,13,3,4,80,1,8,5,3,8,7,1,6,931,No
Y,Travel_Rarely,Medical,Research & Development,Female,Manager,Married,No,40,4,1,46,3,5,4,3,1,19033,6499,1,253,14,3,2,80,1,21,2,3,20,8,9,9,989,No
Y,Travel_Rarely,Medical,Research & Development,Male,Research Director,Single,No,55,3,4,61,4,5,14,2,1,18722,13339,8,254,11,3,4,80,0,36,3,3,24,15,2,15,692,No
Y,Travel_Frequently,Life Sciences,Research & Development,Male,Manufacturing Director,Married,No,34,4,1,45,2,2,2,3,1,9547,14074,1,256,17,3,3,80,0,10,2,2,10,9,1,9,1069,No
Y,Travel_Rarely,Medical,Research & Development,Female,Healthcare Representative,Single,No,51,4,3,98,3,4,3,2,1,13734,7192,3,258,18,3,3,80,0,21,6,3,7,7,1,0,313,No
Y,Travel_Rarely,Life Sciences,Research & Development,Male,Manager,Married,No,52,3,4,65,2,5,1,3,1,19999,5678,0,259,14,3,1,80,1,34,5,3,33,18,11,9,699,No
Y,Travel_Rarely,Medical,Research & Development,Female,Research Scientist,Single,No,27,4,3,99,3,1,9,2,1,2279,11781,1,260,16,3,4,80,0,7,2,2,7,7,0,3,894,No
Y,Travel_Rarely,Life Sciences,Research & Development,Male,Manufacturing Director,Married,Yes,35,2,2,50,2,2,23,3,1,5916,15497,3,261,13,3,1,80,0,8,1,3,1,0,0,1,556,Yes
Y,Non-Travel,Medical,Research & Development,Male,Research Scientist,Divorced,No,43,4,3,37,4,1,7,4,1,2089,5228,4,262,14,3,4,80,3,7,3,4,5,4,2,2,1344,No
Y,Non-Travel,Medical,Research & Development,Male,Manager,Married,No,45,1,2,65,2,4,2,4,1,16792,20462,9,264,23,4,4,80,1,22,1,3,20,8,11,8,1195,No
Y,Travel_Rarely,Life Sciences,Research & Development,Male,Research Scientist,Married,Yes,37,2,3,65,4,1,21,1,1,3564,22977,1,267,12,3,1,80,1,8,3,2,8,7,1,7,290,No
Y,Travel_Frequently,Medical,Research & Development,Female,Laboratory Technician,Single,No,35,2,3,37,3,2,2,2,1,4425,15986,5,269,11,3,4,80,0,10,5,3,6,2,1,2,138,No
Y,Non-Travel,Medical,Research & Development,Female,Manufacturing Director,Divorced,No,42,3,2,36,3,2,21,3,1,5265,16439,2,270,16,3,2,80,1,11,5,3,5,3,0,2,926,No
Y,Travel_Rarely,Life Sciences,Research & Development,Male,Manufacturing Director,Married,No,38,4,4,88,3,2,2,3,1,6553,7259,9,271,14,3,2,80,0,14,3,3,1,0,0,0,1261,No
Y,Travel_Rarely,Technical Degree,Research & Development,Male,Manufacturing Director,Married,No,38,4,3,54,3,2,29,4,1,6261,4185,3,273,18,3,1,80,1,9,3,1,7,7,1,7,1084,No
Y,Travel_Frequently,Technical Degree,Research & Development,Male,Manufacturing Director,Married,No,27,3,1,60,2,2,1,1,1,4298,9679,5,274,19,3,3,80,1,6,1,3,2,2,2,0,472,No
Y,Non-Travel,Life Sciences,Research & Development,Male,Manufacturing Director,Divorced,Yes,49,4,4,92,3,2,18,4,1,6804,23793,1,275,15,3,1,80,2,7,0,3,7,7,1,7,1002,No
Y,Travel_Frequently,Medical,Research & Development,Male,Research Scientist,Divorced,Yes,34,4,4,43,3,1,10,3,1,3815,5972,1,277,17,3,4,80,1,5,4,4,5,3,2,0,878,No
Y,Travel_Rarely,Medical,Research & Development,Male,Laboratory Technician,Married,Yes,40,3,2,99,3,2,19,4,1,2741,16523,8,281,15,3,3,80,1,15,2,4,7,2,3,7,905,No
Y,Travel_Rarely,Medical,Research & Development,Male,Healthcare Representative,Married,Yes,38,2,1,70,3,2,29,1,1,6673,11354,7,282,19,3,2,80,0,17,2,3,1,0,0,0,1180,Yes
Y,Travel_Rarely,Marketing,Sales,Female,Sales Executive,Married,No,29,2,3,35,3,3,27,4,1,7639,24525,1,283,22,4,4,80,3,10,3,2,10,4,1,9,121,Yes
Y,Travel_Rarely,Life Sciences,Research & Development,Male,Research Scientist,Divorced,Yes,22,4,3,60,4,1,5,2,1,2328,12392,1,284,16,3,1,80,1,4,2,2,4,2,2,2,1136,No
Y,Travel_Frequently,Medical,Research & Development,Female,Laboratory Technician,Single,No,36,2,1,73,3,1,18,4,1,2153,7703,1,286,13,3,1,80,0,8,2,3,8,1,1,7,635,No
Y,Non-Travel,Life Sciences,Research & Development,Male,Healthcare Representative,Married,No,40,4,5,63,2,2,9,4,1,4876,14242,9,287,14,3,4,80,1,5,5,1,3,2,0,2,1151,No
Y,Travel_Rarely,Medical,Research & Development,Male,Healthcare Representative,Divorced,No,46,4,4,97,3,3,1,1,1,9396,12368,7,288,16,3,3,80,1,17,3,3,4,2,0,3,644,No
Y,Travel_Rarely,Medical,Sales,Male,Sales Executive,Married,No,32,4,4,32,1,3,4,4,1,10400,25812,1,291,11,3,3,80,0,14,2,2,14,8,9,8,1045,Yes
Y,Non-Travel,Life Sciences,Research & Development,Male,Manufacturing Director,Single,No,30,3,1,88,2,3,1,3,1,8474,20925,1,292,22,4,3,80,0,12,2,3,11,8,5,8,829,No
Y,Travel_Frequently,Life Sciences,Sales,Female,Sales Executive,Single,No,27,4,3,90,3,2,20,3,1,9981,12916,1,293,14,3,4,80,0,7,2,3,7,7,0,7,1242,No
Y,Travel_Rarely,Life Sciences,Research & Development,Male,Research Director,Married,No,51,2,4,81,2,3,8,2,1,12490,15736,5,296,16,3,4,80,2,16,5,1,10,9,4,7,1469,No
Y,Travel_Rarely,Technical Degree,Research & Development,Female,Research Scientist,Single,Yes,30,4,3,88,3,1,3,1,1,2657,8556,5,297,11,3,3,80,0,8,5,3,5,2,0,4,1005,Yes
Y,Travel_Rarely,Life Sciences,Sales,Female,Manager,Single,Yes,41,4,3,75,3,3,6,4,1,13591,14674,3,298,18,3,3,80,0,16,3,3,1,0,0,0,896,No
Y,Travel_Frequently,Marketing,Sales,Female,Sales Executive,Single,No,30,3,4,52,2,2,26,1,1,6696,22967,5,299,15,3,3,80,0,9,5,2,6,3,0,1,334,Yes
Y,Travel_Rarely,Technical Degree,Research & Development,Male,Research Scientist,Single,No,29,3,3,85,3,1,1,3,1,2058,19757,0,300,14,3,4,80,0,7,1,2,6,2,1,5,992,Yes
Y,Non-Travel,Medical,Sales,Female,Sales Executive,Single,No,45,4,3,57,2,3,6,4,1,8865,16840,6,302,12,3,4,80,0,23,2,3,19,7,12,8,1052,No
Y,Travel_Rarely,Marketing,Sales,Female,Sales Executive,Married,No,54,4,3,52,3,2,3,1,1,5940,17011,2,303,14,3,4,80,1,16,4,3,6,2,0,5,1147,No
Y,Travel_Rarely,Life Sciences,Research & Development,Male,Laboratory Technician,Single,No,36,4,2,62,3,2,5,2,1,5914,9945,8,304,16,3,4,80,0,16,3,4,13,11,3,7,1396,No
Y,Travel_Rarely,Medical,Research & Development,Female,Research Scientist,Married,No,33,3,4,47,2,1,4,2,1,2622,13248,6,305,21,4,4,80,0,7,3,3,3,2,1,1,147,No
Y,Travel_Frequently,Other,Research & Development,Male,Research Director,Divorced,Yes,37,2,3,47,3,3,11,4,1,12185,10056,1,306,14,3,3,80,3,10,1,3,10,8,0,7,663,No
Y,Travel_Rarely,Life Sciences,Sales,Male,Sales Executive,Divorced,No,38,1,3,76,3,3,3,3,1,10609,9647,0,307,12,3,3,80,2,17,6,2,16,10,5,13,119,No
Y,Non-Travel,Medical,Research & Development,Male,Manufacturing Director,Married,No,31,3,4,90,1,2,1,3,1,4345,4381,0,308,12,3,4,80,1,6,2,3,5,4,1,4,979,No
Y,Travel_Rarely,Life Sciences,Research & Development,Male,Research Scientist,Married,No,59,3,3,70,2,1,3,4,1,2177,8456,3,309,17,3,1,80,1,7,6,3,1,0,0,0,142,No
Y,Travel_Frequently,Marketing,Sales,Male,Sales Representative,Divorced,No,37,1,4,41,3,1,4,4,1,2793,2539,4,311,17,3,3,80,1,13,2,3,9,8,5,8,319,No
Y,Travel_Frequently,Medical,Sales,Female,Sales Executive,Married,No,29,2,1,42,3,3,1,4,1,7918,6599,1,312,14,3,4,80,1,11,5,3,11,10,4,1,1413,No
Y,Travel_Frequently,Marketing,Sales,Female,Sales Executive,Single,No,35,3,3,92,3,3,1,3,1,8789,9096,1,314,14,3,1,80,0,10,3,4,10,7,0,8,944,No
Y,Travel_Rarely,Medical,Research & Development,Male,Research Scientist,Single,Yes,29,3,1,86,2,1,18,4,1,2389,14961,1,315,13,3,3,80,0,4,3,2,4,3,0,1,896,Yes
Y,Travel_Rarely,Life Sciences,Research & Development,Female,Laboratory Technician,Single,No,52,3,3,89,2,1,2,4,1,3212,3300,7,316,15,3,2,80,0,6,3,2,2,2,2,2,1323,No
Y,Travel_Rarely,Technical Degree,Research & Development,Male,Manager,Married,No,42,3,2,58,3,5,4,4,1,19232,4933,1,319,11,3,4,80,0,22,3,3,22,17,11,15,532,No
Y,Travel_Rarely,Medical,Human Resources,Male,Human Resources,Married,No,59,2,2,52,3,1,6,3,1,2267,25657,8,321,17,3,4,80,0,7,2,2,2,2,2,2,818,No
Y,Travel_Rarely,Medical,Sales,Female,Manager,Divorced,No,50,4,4,68,3,5,1,4,1,19517,24118,3,323,11,3,3,80,1,32,3,2,7,0,0,6,854,No
Y,Travel_Rarely,Medical,Research & Development,Male,Laboratory Technician,Married,Yes,33,3,3,58,3,1,14,4,1,2436,22149,5,325,13,3,3,80,1,8,2,1,5,4,0,4,813,Yes
Y,Travel_Rarely,Marketing,Sales,Female,Manager,Married,Yes,43,4,3,80,3,4,16,4,1,16064,7744,5,327,22,4,3,80,1,22,3,3,17,13,1,9,1034,No
Y,Travel_Rarely,Life Sciences,Research & Development,Female,Laboratory Technician,Married,No,33,1,2,39,3,1,2,1,1,2707,21509,7,328,20,4,1,80,0,13,3,4,9,7,1,7,465,Yes
Y,Non-Travel,Life Sciences,Sales,Male,Manager,Single,Yes,52,1,4,79,2,5,2,3,1,19068,21030,1,329,18,3,4,80,0,33,2,4,33,7,15,12,771,No
Y,Travel_Rarely,Life Sciences,Sales,Female,Sales Representative,Married,No,32,3,2,56,3,1,4,2,1,3931,20990,2,330,11,3,1,80,1,6,5,3,4,3,1,2,1401,No
Y,Travel_Rarely,Life Sciences,Research & Development,Male,Laboratory Technician,Single,Yes,32,4,3,62,2,1,1,3,1,3730,9571,0,331,14,3,4,80,0,4,2,1,3,2,1,2,515,Yes
Y,Travel_Rarely,Medical,Research & Development,Female,Laboratory Technician,Divorced,No,39,3,4,96,3,1,1,3,1,2232,15417,7,332,14,3,3,80,3,7,1,3,3,2,1,2,1431,No
Y,Non-Travel,Marketing,Sales,Male,Sales Executive,Married,No,32,3,4,100,3,2,26,4,1,4465,12069,0,333,18,3,1,80,0,4,2,3,3,2,2,2,976,No
Y,Travel_Rarely,Life Sciences,Research & Development,Male,Research Scientist,Divorced,No,41,3,2,36,3,2,19,1,1,3072,19877,2,334,16,3,1,80,2,17,2,2,1,0,0,0,1411,No
Y,Travel_Rarely,Technical Degree,Research & Development,Male,Research Scientist,Divorced,No,40,1,2,62,3,2,24,4,1,3319,24447,1,335,17,3,1,80,2,9,3,3,9,8,4,7,1300,No
Y,Travel_Rarely,Other,Research & Development,Male,Manager,Married,No,45,3,3,70,4,5,1,4,1,19202,15970,0,336,11,3,3,80,1,25,2,3,24,0,1,7,252,No
Y,Travel_Frequently,Medical,Research & Development,Male,Research Director,Divorced,No,31,2,4,73,3,3,3,3,1,13675,13523,9,337,12,3,1,80,1,9,3,3,2,2,2,2,1327,No
Y,Travel_Rarely,Life Sciences,Research & Development,Female,Research Scientist,Married,No,33,3,4,63,2,1,5,4,1,2911,14776,1,338,13,3,3,80,1,2,2,2,2,2,0,2,832,No
Y,Travel_Rarely,Life Sciences,Research & Development,Male,Manufacturing Director,Married,No,34,4,4,84,2,2,2,1,1,5957,23687,6,339,13,3,2,80,1,13,3,3,11,9,5,9,470,No
Y,Travel_Rarely,Medical,Research & Development,Female,Research Scientist,Married,No,37,3,2,83,2,1,1,1,1,3920,18697,2,340,14,3,1,80,1,17,2,2,3,1,0,2,1017,No
Y,Travel_Frequently,Life Sciences,Research & Development,Male,Manufacturing Director,Married,No,45,1,4,77,4,2,7,3,1,6434,5118,4,341,17,3,4,80,1,9,1,3,3,2,0,2,1199,No
Y,Travel_Frequently,Medical,Research & Development,Male,Manufacturing Director,Divorced,No,37,1,3,61,3,3,10,3,1,10048,22573,6,342,11,3,2,80,2,17,5,3,1,0,0,0,504,Yes
Y,Travel_Frequently,Technical Degree,Research & Development,Female,Healthcare Representative,Single,No,39,3,4,64,3,3,2,3,1,10938,6420,0,343,25,4,4,80,0,20,1,3,19,6,11,8,505,No
Y,Travel_Rarely,Life Sciences,Research & Development,Male,Research Scientist,Single,No,29,3,3,60,3,1,15,4,1,2340,22673,1,346,19,3,1,80,0,6,1,3,6,5,1,5,665,No
Y,Travel_Rarely,Life Sciences,Research & Development,Female,Research Scientist,Single,Yes,42,4,2,82,4,2,17,1,1,6545,23016,3,347,13,3,3,80,0,10,1,3,3,2,0,2,916,No
Y,Travel_Rarely,Marketing,Sales,Male,Sales Executive,Divorced,No,29,4,2,45,3,2,20,4,1,6931,10732,2,349,14,3,4,80,1,10,2,3,3,2,0,2,1247,No
Y,Travel_Rarely,Life Sciences,Research & Development,Female,Manufacturing Director,Married,No,25,1,3,62,3,2,1,3,1,4898,7505,0,350,12,3,4,80,2,5,3,3,4,2,1,2,685,No
Y,Travel_Rarely,Medical,Research & Development,Female,Laboratory Technician,Divorced,Yes,42,4,3,56,2,1,2,1,1,2593,8007,0,351,11,3,3,80,1,10,4,3,9,6,7,8,269,No
Y,Travel_Rarely,Medical,Research & Development,Male,Research Director,Divorced,No,40,1,2,49,3,5,2,3,1,19436,5949,0,352,19,3,4,80,1,22,5,3,21,7,3,9,1416,No
Y,Travel_Rarely,Life Sciences,Research & Development,Male,Research Scientist,Married,No,51,3,3,96,3,1,1,4,1,2723,23231,1,353,11,3,2,80,0,1,0,2,1,0,0,0,833,No
Y,Travel_Frequently,Medical,Research & Development,Male,Laboratory Technician,Single,No,31,3,2,71,2,1,29,2,1,3479,11652,0,355,11,3,2,80,0,6,2,4,5,4,1,4,307,Yes
Y,Travel_Frequently,Life Sciences,Research & Development,Male,Laboratory Technician,Married,No,32,2,3,100,4,1,7,2,1,2794,26062,1,359,20,4,3,80,0,5,3,1,5,1,0,3,1311,No
Y,Non-Travel,Life Sciences,Sales,Male,Sales Executive,Married,No,38,4,2,39,2,2,2,4,1,5249,19682,3,361,18,3,4,80,1,13,0,3,8,7,7,5,1327,No
Y,Travel_Rarely,Technical Degree,Research & Development,Male,Laboratory Technician,Single,No,32,4,1,84,2,2,2,1,1,2176,19737,4,362,13,3,4,80,0,9,5,3,6,2,0,4,128,No
Y,Travel_Rarely,Technical Degree,Sales,Female,Manager,Married,Yes,46,3,3,75,1,4,2,2,1,16872,14977,3,363,12,3,2,80,1,28,2,2,7,7,7,7,488,No
Y,Travel_Rarely,Life Sciences,Research & Development,Male,Laboratory Technician,Single,No,28,1,4,79,3,1,2,3,1,3485,14935,2,364,11,3,3,80,0,5,5,1,0,0,0,0,529,Yes
Y,Travel_Rarely,Medical,Sales,Male,Sales Executive,Married,No,29,1,3,78,2,2,2,2,1,6644,3687,2,366,19,3,2,80,2,10,2,3,0,0,0,0,1210,No
Y,Travel_Rarely,Medical,Research & Development,Male,Healthcare Representative,Married,No,31,2,3,64,2,2,23,4,1,5582,14408,0,367,21,4,2,80,1,10,2,3,9,0,7,8,1463,No
Y,Non-Travel,Life Sciences,Research & Development,Male,Healthcare Representative,Divorced,No,25,2,2,85,4,2,5,1,1,4000,18384,1,369,12,3,4,80,2,6,2,3,6,3,1,5,675,No
Y,Travel_Rarely,Medical,Research & Development,Male,Healthcare Representative,Married,Yes,45,3,2,79,3,4,20,4,1,13496,7501,0,372,14,3,2,80,0,21,2,3,20,7,4,10,1385,No
Y,Travel_Rarely,Life Sciences,Research & Development,Male,Laboratory Technician,Married,No,36,4,3,47,3,1,6,4,1,3210,20251,0,373,11,3,3,80,1,16,4,3,15,13,10,11,1403,No
Y,Travel_Rarely,Medical,Research & Development,Male,Manager,Single,Yes,55,4,3,81,3,5,1,1,1,19045,18938,0,374,14,3,3,80,0,37,2,3,36,10,4,13,452,No
Y,Non-Travel,Life Sciences,Research & Development,Male,Manager,Married,Yes,47,1,4,88,3,3,29,2,1,11849,10268,1,376,12,3,4,80,1,10,2,2,10,7,9,9,666,Yes
Y,Travel_Rarely,Medical,Research & Development,Male,Research Scientist,Married,No,28,4,3,94,3,1,9,4,1,2070,2613,1,377,23,4,4,80,1,5,3,2,5,2,0,4,1158,No
Y,Travel_Rarely,Medical,Sales,Male,Sales Executive,Married,No,37,3,4,98,3,2,6,4,1,6502,22825,4,378,14,3,2,80,1,7,5,4,5,4,0,1,228,No
Y,Travel_Rarely,Medical,Research & Development,Male,Research Scientist,Single,No,21,4,2,100,2,1,3,3,1,3230,10531,1,379,17,3,1,80,0,3,4,4,3,2,1,0,996,No
Y,Non-Travel,Medical,Research & Development,Female,Research Director,Divorced,Yes,37,1,4,80,3,3,1,4,1,13603,11677,2,380,18,3,1,80,2,15,2,3,5,2,0,2,728,No
Y,Travel_Rarely,Life Sciences,Research & Development,Female,Manager,Divorced,No,35,2,3,71,4,3,22,2,1,11996,19100,7,381,18,3,2,80,1,10,6,2,7,7,6,2,1315,No
Y,Travel_Rarely,Medical,Sales,Female,Sales Executive,Divorced,Yes,38,1,2,44,4,2,7,1,1,5605,19191,1,382,24,4,3,80,1,8,3,3,8,0,7,7,322,No
Y,Travel_Frequently,Life Sciences,Research & Development,Female,Manufacturing Director,Divorced,No,26,3,3,84,3,2,1,2,1,6397,26767,1,384,20,4,1,80,1,6,6,1,6,5,1,4,1479,No
Y,Travel_Rarely,Life Sciences,Research & Development,Male,Research Director,Divorced,No,50,1,1,96,3,5,4,2,1,19144,15815,3,385,14,3,1,80,2,28,4,2,10,4,1,6,797,No
Y,Travel_Rarely,Medical,Research & Development,Male,Research Director,Married,Yes,53,3,4,45,3,4,3,3,1,17584,21016,3,386,16,3,4,80,3,21,5,2,5,3,1,3,1070,No
Y,Travel_Rarely,Life Sciences,Sales,Male,Sales Executive,Married,No,42,2,1,99,3,2,1,3,1,4907,24532,1,387,25,4,3,80,0,20,3,3,20,16,11,6,635,No
